Customer_ID,Total_Spend,Years_as_Customer,Num_of_Purchases,Average_Transaction_Amount,Num_of_Returns,Num_of_Support_Contacts,Last_Purchase_Days_Ago,Promotion_Response
667,4903.08,6,10,201.35,1,2,223,Unsubscribed
668,1072.56,1,39,248.53,0,1,296,Responded
669,437.69,8,65,158.8,3,4,1,Ignored
670,6678.56,7,80,115.07,8,4,162,Unsubscribed
671,8690.1,7,15,358.19,4,4,181,Unsubscribed
672,3441.95,8,70,92.89,9,4,217,Responded
673,8770.08,19,82,54.64,1,1,209,Responded
674,1258.83,18,59,210.92,4,0,265,Responded
675,2455.81,12,68,407.16,6,0,97,Unsubscribed
676,9025.91,18,84,382.53,4,2,194,Ignored
677,5134.25,6,83,125.83,2,3,273,Ignored
678,6121.1,19,50,140.78,7,4,350,Responded
679,476.38,18,2,493.7,4,0,264,Unsubscribed
680,1371.06,10,8,46.4,2,1,94,Responded
681,652.33,13,9,48.54,5,3,166,Responded
682,9059.51,18,32,54.42,9,2,130,Ignored
683,1434.47,5,15,168.65,2,2,177,Ignored
684,8511.76,1,79,384.28,9,0,313,Responded
685,3575.24,4,21,446.44,6,1,170,Unsubscribed
686,8025.92,13,19,466.88,5,1,111,Responded
687,3713.93,16,36,133.68,8,0,360,Unsubscribed
688,2750.07,6,45,235.49,8,0,17,Unsubscribed
689,1027.24,8,32,55.82,7,0,299,Responded
690,2879,15,66,282.55,8,0,186,Responded
691,4767.65,6,91,13.2,8,1,126,Responded
692,8193.34,18,25,235.22,0,1,165,Unsubscribed
693,4579.9,19,39,490.4,1,0,283,Responded
694,9717.21,19,42,78.81,9,1,289,Unsubscribed
695,5462.17,18,96,113.27,9,2,21,Unsubscribed
696,346.96,2,57,146.05,7,1,171,Unsubscribed
697,4212.14,11,76,434.73,8,1,190,Unsubscribed
698,6920.1,18,60,446.1,5,3,138,Ignored
699,2419.49,10,36,473.19,2,1,275,Unsubscribed
700,7016.44,5,76,131.72,8,0,338,Responded
701,5086.6,9,48,232.21,8,0,119,Responded
702,354.8,19,50,197.18,7,0,20,Responded
703,7766.09,6,30,301.97,3,4,191,Unsubscribed
704,5647.7,8,51,155.02,6,1,282,Responded
705,916.69,2,11,416.22,0,3,140,Unsubscribed
706,4804.62,18,43,454.01,5,0,292,Responded
707,2944.2,16,27,450.99,0,0,357,Unsubscribed
708,8808.85,8,76,138.96,9,4,180,Ignored
709,2920.78,17,58,247.4,1,2,285,Ignored
710,9422.7,18,72,273.55,8,4,227,Ignored
711,5506.71,7,97,485.26,3,0,95,Unsubscribed
712,3303.78,9,92,224.58,6,0,93,Ignored
713,8154.1,7,8,44.21,9,1,326,Ignored
714,7004.26,3,56,325.27,4,2,88,Ignored
715,4198.23,6,85,95.49,0,0,347,Responded
716,6333.22,5,18,188.94,3,3,277,Unsubscribed
717,7807.98,3,75,263.86,3,0,67,Unsubscribed
718,8530.42,14,93,481.76,5,4,17,Responded
719,8182.49,18,71,88.23,6,4,244,Unsubscribed
720,1744.16,7,57,427.42,0,1,348,Responded
721,8301.06,11,29,19.2,5,0,54,Unsubscribed
722,680.43,14,17,33.47,4,0,200,Unsubscribed
723,2081.69,16,62,244.94,9,1,228,Responded
724,6266.97,16,69,290.46,0,0,166,Unsubscribed
725,1235.46,4,70,102.61,2,2,39,Unsubscribed
726,6073.14,16,89,100.67,4,1,139,Responded
727,3148.86,8,45,362.66,5,1,35,Unsubscribed
728,4351.72,9,55,161.13,1,2,341,Ignored
729,3220,5,33,358.03,0,3,271,Responded
730,794.72,18,77,263.57,7,0,31,Ignored
731,5057.51,13,56,189.8,6,0,55,Unsubscribed
732,9639.63,15,66,32.43,3,3,90,Ignored
733,6156.66,10,13,486.53,8,4,167,Ignored
734,3070.32,5,26,196.21,1,1,225,Unsubscribed
735,9565.88,4,65,396.92,2,1,354,Unsubscribed
736,3953.45,19,70,174.98,6,4,276,Responded
737,7005.43,15,77,449.91,0,2,340,Unsubscribed
738,6377.72,8,31,45.34,5,4,230,Ignored
739,9533.82,5,41,147.88,4,2,255,Unsubscribed
740,9154.57,9,18,267.84,0,1,54,Unsubscribed
741,1565.24,17,29,310.36,5,0,201,Ignored
742,948.29,8,29,325.29,8,2,133,Responded
743,8115.46,14,12,202.03,6,1,166,Responded
744,9058.94,12,94,317.56,2,1,359,Ignored
745,4980.44,9,66,434.45,2,2,90,Responded
746,6938.54,16,1,420.66,3,3,247,Ignored
747,790.9,1,51,133.62,6,2,38,Responded
748,2276.06,1,28,30.38,2,1,317,Unsubscribed
749,1578.82,10,57,127.43,2,0,231,Unsubscribed
750,6051.49,12,80,411.56,7,4,117,Ignored
751,2055.64,3,53,332.87,8,3,280,Unsubscribed
752,692.48,1,17,71.01,6,1,122,Responded
753,3091.85,8,91,90.5,0,0,334,Responded
754,6804.4,16,78,139.92,8,3,161,Responded
755,5820.85,6,26,428.6,0,0,21,Responded
756,3374.18,11,24,205,8,1,285,Unsubscribed
757,8351.44,14,61,176.43,0,0,114,Responded
758,2835.06,13,72,120.57,9,1,244,Responded
759,2679.42,4,20,340.22,9,0,65,Responded
760,5643.48,2,66,484.34,4,0,338,Unsubscribed
761,4834.33,3,63,48.88,7,3,81,Responded
762,4515.13,7,41,256.34,7,4,214,Responded
763,1642.28,18,69,452.25,7,3,330,Unsubscribed
764,5096,14,16,141.11,0,2,117,Responded
765,2664.29,10,22,176.13,3,2,108,Unsubscribed
766,3982.58,10,20,251.79,2,1,323,Responded
767,7362.35,6,29,78.66,4,0,130,Ignored
768,9374.94,15,98,403.85,5,3,130,Responded
769,7761.24,16,11,133.39,5,0,360,Responded
770,4115.78,8,25,38.82,2,4,215,Responded
771,5971.03,5,26,335.73,4,0,127,Responded
772,7490.33,4,54,277.2,8,1,331,Ignored
773,4200.79,8,8,465.52,0,3,133,Ignored
774,3666.46,10,21,393.49,0,2,46,Unsubscribed
775,1438.91,10,88,27.65,1,4,312,Unsubscribed
776,7388.98,8,63,269.6,4,0,88,Unsubscribed
777,8401.24,12,63,435.24,9,4,64,Ignored
778,3234.19,7,79,18.98,1,4,113,Ignored
779,7856.73,14,16,193,3,4,329,Unsubscribed
780,6141.11,3,5,418.21,8,4,291,Unsubscribed
781,7862.42,8,95,132.17,8,3,302,Ignored
782,4172.24,4,97,15.97,3,4,164,Responded
783,7501.01,13,86,176.88,5,4,187,Unsubscribed
784,4144.24,1,2,26.95,8,3,189,Unsubscribed
785,978.7,6,51,458.69,2,1,183,Unsubscribed
786,5550.73,1,24,427.86,3,2,24,Responded
787,4597.85,4,65,216.74,8,2,356,Ignored
788,2603.51,11,15,209.83,0,4,121,Responded
789,8931.92,18,92,489.92,5,4,93,Responded
790,3890.25,17,78,249.74,8,2,37,Responded
791,487.35,9,38,223.98,0,0,91,Ignored
792,3883.14,19,53,206.23,0,0,149,Ignored
793,4302.65,16,99,165.67,0,4,216,Responded
794,8630.21,11,77,178.18,5,2,254,Responded
795,8011.91,6,3,227.75,5,0,323,Ignored
796,2079.67,14,98,462.53,9,0,203,Unsubscribed
797,8406.39,4,79,440.15,7,2,126,Ignored
798,2554.48,5,18,383.76,7,0,242,Responded
799,3485.15,4,45,394.05,8,2,292,Ignored
800,860.5,4,72,217.72,0,3,52,Responded
801,648.03,8,28,295.58,7,4,275,Ignored
802,6840.52,11,24,449.49,2,2,275,Unsubscribed
803,9241.08,9,66,172.13,4,1,283,Unsubscribed
804,4980.87,9,72,204.73,1,2,256,Ignored
805,8456.53,18,58,139.89,6,3,59,Responded
806,7958.14,18,76,32.02,7,1,290,Unsubscribed
807,6680.32,6,58,17.95,9,0,168,Responded
808,9784.47,17,11,143.49,2,1,340,Unsubscribed
809,8041.66,4,9,471.18,6,1,340,Ignored
810,2820.96,19,15,168.88,3,0,5,Ignored
811,7911.24,4,94,445.4,3,1,204,Unsubscribed
812,6957.35,17,96,67.88,9,0,102,Ignored
813,4055.25,1,27,340.59,6,1,86,Ignored
814,860.29,16,52,171,9,0,6,Ignored
815,2222.16,3,42,447.32,9,2,143,Unsubscribed
816,7992.66,12,81,351.89,1,3,79,Responded
817,2560,19,42,177.64,5,3,75,Responded
818,9978.79,1,46,248.89,4,1,146,Ignored
819,6970.48,14,96,124.97,3,3,110,Responded
820,4824.5,9,27,24.75,9,3,216,Responded
821,5747.32,2,70,41.72,4,1,195,Responded
822,6147.64,16,78,407.77,1,0,215,Unsubscribed
823,9692.55,7,10,372.39,9,4,317,Responded
824,1701.24,7,22,336.32,0,2,147,Responded
825,2796.72,13,3,457.44,1,3,209,Responded
826,7124.95,19,33,133.67,0,1,120,Ignored
827,2474.59,19,69,18.85,0,0,49,Ignored
828,8725.84,18,41,458.2,5,1,323,Ignored
829,3530.69,6,7,493.42,9,4,329,Ignored
830,1890.31,15,66,91.9,4,3,214,Unsubscribed
831,571.45,3,54,334.31,5,4,100,Ignored
832,5996.39,2,53,59.61,2,0,298,Ignored
833,8270.29,7,63,37.1,0,2,80,Unsubscribed
834,2810.55,19,64,187.7,6,3,180,Unsubscribed
835,9183.64,10,77,59.29,4,0,117,Unsubscribed
836,7601.57,6,59,64.48,4,1,87,Responded
837,706.88,18,46,252.05,2,1,346,Unsubscribed
838,5769.07,5,87,269.64,8,2,328,Responded
839,5717.67,2,77,202.92,9,2,217,Unsubscribed
840,2103.49,5,17,335.88,6,3,300,Ignored
841,3411.99,8,68,493.48,7,0,16,Unsubscribed
842,4636.96,5,87,422.51,7,0,240,Unsubscribed
843,575.97,16,25,384.44,6,2,332,Unsubscribed
844,1582.79,3,6,213.99,6,4,24,Responded
845,1723.64,13,85,171.63,0,2,171,Ignored
846,3854.43,6,11,289.94,7,2,90,Unsubscribed
847,7498.84,4,61,161.04,5,1,97,Responded
848,8329.91,10,90,93.27,8,2,232,Ignored
849,1712.21,18,27,435.43,9,4,147,Unsubscribed
850,7543.87,18,26,69.15,9,1,306,Unsubscribed
851,6740.03,12,95,492.33,8,1,301,Responded
852,8917.81,3,26,137.1,0,4,204,Responded
853,9691.03,12,70,371.25,8,4,44,Unsubscribed
854,1332.16,12,28,39.94,7,1,291,Ignored
855,898.67,2,65,403.54,4,1,28,Responded
856,8017.33,18,34,262.73,0,1,329,Ignored
857,1705.49,2,3,484.09,0,4,265,Responded
858,2026.29,2,74,251.24,7,0,336,Unsubscribed
859,8832.16,8,79,391.06,5,3,78,Unsubscribed
860,9395.75,1,62,123.93,0,3,55,Unsubscribed
861,3252.87,13,40,180.63,7,2,302,Responded
862,8437.46,18,24,396.44,2,4,53,Ignored
863,8602.68,8,53,437.66,2,1,126,Ignored
864,6093.37,13,70,62.14,0,0,233,Responded
865,5704.28,7,35,348.69,6,2,187,Responded
866,5800.8,3,96,490.41,6,2,212,Ignored
867,3082.76,10,3,473.96,7,1,121,Responded
868,6226.78,19,79,188.52,2,4,255,Responded
869,2511.44,13,28,156.42,1,3,305,Responded
870,1858.56,19,28,75.91,9,0,348,Unsubscribed
871,4188.21,8,65,493.85,5,1,22,Responded
872,7087.23,18,86,386.73,4,0,145,Unsubscribed
873,6252.13,15,18,316.64,3,4,167,Unsubscribed
874,9652.33,7,73,265.29,9,4,197,Unsubscribed
875,6499.91,7,9,405.13,7,2,352,Responded
876,1499.01,3,46,329.31,5,1,280,Responded
877,1696.06,18,14,248.93,5,2,174,Ignored
878,1021.36,14,21,226.41,4,2,228,Responded
879,1992.62,17,22,195.51,4,0,18,Responded
880,6019.71,9,88,485.23,3,1,109,Unsubscribed
881,8399.04,10,2,458.25,9,1,290,Responded
882,8949.29,8,39,173.6,5,4,25,Responded
883,4060.43,19,57,41.79,5,3,335,Responded
884,5629.97,2,76,86.21,9,1,229,Ignored
885,8111.08,12,25,302.13,3,2,158,Unsubscribed
886,3189.5,4,94,364.83,3,1,107,Ignored
887,5997.12,3,32,432.95,3,3,309,Unsubscribed
888,1823.42,1,22,455.76,6,0,286,Responded
889,4817.75,15,93,468.06,9,4,119,Ignored
890,1813.42,1,77,489.09,2,4,288,Ignored
891,4678.02,9,93,391.7,6,1,68,Unsubscribed
892,4028.51,5,66,369.27,7,0,119,Responded
893,4389.32,19,96,176.8,4,1,141,Responded
894,2512.75,6,55,465.16,6,4,228,Unsubscribed
895,1446.83,8,11,77.34,4,0,149,Responded
896,2829.09,3,93,276.98,8,1,39,Responded
897,2471.84,2,49,231.51,0,4,306,Responded
898,7369.53,14,22,446.24,8,1,301,Ignored
899,7198.05,11,76,324.79,8,2,285,Responded
900,5886.38,18,5,198.7,2,3,137,Ignored
901,1004.2,7,79,55.98,6,2,211,Responded
902,5705.99,1,54,151.46,3,0,139,Ignored
903,884.45,8,56,258.95,6,2,82,Unsubscribed
904,279.91,6,43,203.65,2,4,234,Ignored
905,3590.7,11,96,475.03,4,4,345,Unsubscribed
906,2481.39,10,44,302.68,2,1,58,Responded
907,5987.01,2,73,356.43,5,2,55,Responded
908,9293.56,1,23,301.86,0,0,141,Responded
909,7226.54,4,40,208.5,5,3,206,Ignored
910,7696.87,9,41,40.06,4,2,3,Unsubscribed
911,9513.84,13,35,25.18,8,0,92,Ignored
912,6377.5,4,36,330.33,5,2,29,Responded
913,5819.54,3,53,350.47,9,2,277,Unsubscribed
914,6058.49,18,96,98.15,1,1,193,Responded
915,8671.47,2,60,320.45,7,4,41,Unsubscribed
916,3942.18,9,37,15.3,0,3,233,Responded
917,7973.83,7,50,227.84,6,3,235,Ignored
918,6557.34,2,19,146.76,2,2,22,Responded
919,3115.26,12,54,442.59,2,1,24,Responded
920,235.52,17,14,160.98,6,2,82,Unsubscribed
921,2178.21,14,55,201.49,0,2,158,Unsubscribed
922,7029.89,14,64,88.4,2,0,227,Responded
923,5838.93,15,58,74.03,5,1,156,Responded
924,2818.49,17,48,177.47,9,0,167,Responded
925,4399.59,4,12,377.38,1,2,247,Responded
926,6645.37,14,86,43.31,8,3,10,Responded
927,1358.15,7,65,39.16,0,2,315,Responded
928,4379.57,19,42,407.43,6,3,254,Ignored
929,4224.58,2,18,266.86,9,0,291,Unsubscribed
930,5471.75,9,18,431.29,6,2,251,Unsubscribed
931,5266.95,15,34,310.61,5,2,56,Responded
932,3740.49,19,41,48.44,3,0,176,Unsubscribed
933,7651.06,10,36,95.19,3,3,218,Responded
934,765.57,8,35,226.62,6,0,150,Unsubscribed
935,451.83,13,92,102.35,1,2,32,Ignored
936,4260.57,10,33,434.17,4,1,12,Unsubscribed
937,8977.27,17,25,490.55,6,2,142,Unsubscribed
938,2847.94,2,10,313.28,2,0,181,Responded
939,1805.86,18,92,327.92,6,2,16,Unsubscribed
940,9289.26,2,46,445.68,2,3,21,Ignored
941,1765.41,19,27,342.15,2,3,361,Unsubscribed
942,3810.92,16,14,198.88,3,2,145,Unsubscribed
943,7317.25,15,37,127.52,2,1,39,Unsubscribed
944,2683.15,8,43,210.58,1,0,47,Ignored
945,2375.51,7,25,483.74,0,0,84,Ignored
946,4036.91,18,49,49.33,7,1,70,Ignored
947,7894.91,9,52,60.44,1,0,275,Ignored
948,9118.74,16,93,334.59,4,4,91,Responded
949,409.8,2,32,305.97,7,0,232,Responded
950,1734.57,8,33,371.28,1,1,97,Responded
951,9590.15,9,45,451.45,1,4,44,Responded
952,5968.63,9,91,262.13,1,1,169,Unsubscribed
953,5558.96,1,9,181.65,7,0,58,Responded
954,8154.08,10,18,264.97,4,0,75,Unsubscribed
955,493.85,3,23,95.44,6,4,224,Unsubscribed
956,236.98,1,30,451.17,5,3,327,Responded
957,9678.19,11,1,344.33,8,1,295,Ignored
958,8302.85,9,7,436.63,5,2,154,Responded
959,7499.08,14,80,158.18,5,1,124,Ignored
960,1641.44,4,22,447.94,8,4,74,Unsubscribed
961,4818.38,6,83,84.44,8,1,317,Unsubscribed
962,9379.21,13,68,191.4,5,3,101,Unsubscribed
963,9342.64,1,24,45.07,1,1,72,Responded
964,191.55,4,59,309.44,2,1,148,Responded
965,7549.66,12,12,128.77,0,1,262,Ignored
966,161.75,1,55,124.79,8,2,263,Ignored
967,9844.59,9,65,496.82,7,3,156,Ignored
968,4227.98,15,25,127.59,8,4,241,Responded
969,9737.84,4,69,261.12,6,3,340,Unsubscribed
970,3740.69,1,42,312.11,5,1,168,Ignored
971,3002.55,10,35,484.7,9,4,249,Ignored
972,3231.29,7,67,472.46,4,3,333,Unsubscribed
973,7333.72,4,9,211.51,9,3,224,Ignored
974,2076.76,4,36,64.81,6,2,242,Unsubscribed
975,8654.17,16,5,105.09,2,2,92,Responded
976,5946.67,1,68,15.01,1,3,123,Unsubscribed
977,9702.12,7,37,10.46,2,4,63,Unsubscribed
978,9872.14,13,67,390.77,8,1,50,Unsubscribed
979,1933.3,19,13,184.86,8,1,308,Unsubscribed
980,9562.24,6,64,327.74,4,2,78,Unsubscribed
981,560.73,2,90,286,6,1,270,Ignored
982,375.85,18,25,440.83,9,4,65,Unsubscribed
983,9444.26,16,34,291.91,9,0,333,Responded
984,9627.73,9,48,63.97,2,2,148,Unsubscribed
985,1557.75,10,49,440.93,4,1,184,Unsubscribed
986,4479.92,14,45,364.16,4,3,76,Unsubscribed
987,4991.52,17,57,160.7,5,0,317,Unsubscribed
988,8616.78,10,10,380.14,5,4,202,Ignored
989,6316.38,5,48,202.66,5,4,92,Responded
990,7768.21,8,5,431.91,7,2,56,Unsubscribed
991,4902.46,6,76,252.84,3,0,356,Ignored
992,6519.3,8,27,306.82,9,1,315,Responded
993,7380.55,4,10,46.12,1,2,173,Ignored
994,7405.02,2,90,418.46,0,0,124,Responded
995,117.2,10,74,250.92,7,4,16,Ignored
996,1089.09,2,29,77.75,0,3,88,Ignored
997,3700.24,9,90,34.45,6,4,352,Responded
998,705.85,17,69,187.37,7,3,172,Unsubscribed
999,3891.6,7,31,483.8,1,2,55,Responded
1000,3956.71,15,48,420.91,6,0,269,Ignored
